205,Forretress,465,75,90,140,60,60,40,,,,,,
162,Furret,415,85,76,64,45,55,90,6,88,2490,17,220,7055
92,Gastly,310,30,35,30,100,35,80,4,61,1240,22,230,6820
94,Gengar,500,60,65,60,130,75,110,,,,,,
74,Geodude,300,40,80,100,30,30,20,2,47,600,31,304,9300
203,Girafarig,455,70,80,65,90,65,85,,,,,,
207,Gligar,430,65,75,105,35,65,85,24,263,10320,24,307,10320
44,Gloom,395,60,65,70,85,75,40,14,157,5530,14,183,5530
42,Golbat,455,75,80,70,65,75,90,4,74,1820,53,663,24115
118,Goldeen,320,45,67,60,35,50,63,5,70,1600,40,402,12800
55,Golduck,500,80,82,78,95,80,85,10,144,5000,48,648,24000
76,Golem,485,80,110,130,55,65,45,,,,,,
210,Granbull,450,90,120,75,60,60,45,13,162,5850,15,210,6750
75,Graveler,390,55,95,115,45,45,35,23,234,8970,48,541,18720
88,Grimer,325,80,80,50,40,50,25,15,147,4875,33,338,10725
58,Growlithe,350,55,70,45,70,50,60,5,74,1750,17,198,5950
130,Gyarados,540,95,125,79,60,100,81,15,210,8100,40,578,21600
93,Haunter,405,45,50,45,115,55,95,15,169,6075,17,218,6885
214,Heracross,500,80,125,75,40,95,85,10,145,5000,10,163,5000
107,Hitmonchan,455,50,105,79,35,110,76,,,,,,
106,Hitmonlee,455,50,120,53,35,110,87,,,,,,
237,Hitmontop,455,50,95,95,35,110,70,,,,,,
250,Ho-Oh,680,106,130,90,110,154,90,60,910,40800,60,1018,40800
163,Hoothoot,262,60,30,30,36,56,50,2,46,524,15,153,3930
187,Hoppip,250,35,35,40,35,55,50,3,52,750,28,252,7000
116,Horsea,295,30,40,70,70,25,60,15,138,4425,40,383,11800
229,Houndoom,500,75,90,50,110,80,95,,,,,,
228,Houndour,330,45,60,30,80,50,65,18,169,5940,18,202,5940
97,Hypno,483,85,73,70,73,115,67,16,203,7728,16,233,7728
174,Igglybuff,210,90,30,15,40,20,15,5,60,1050,5,68,1050
2,Ivysaur,405,60,62,63,80,80,60,,,,,,
39,Jigglypuff,270,115,45,20,45,25,20,12,108,3240,18,179,4860
135,Jolteon,525,65,65,60,110,95,130,,,,,,
189,Jumpluff,450,75,55,70,55,85,110,,,,,,
124,Jynx,455,65,50,35,115,95,95,22,254,10010,26,342,11830
140,Kabuto,355,30,80,90,55,45,55,,,,,,
141,Kabutops,495,60,115,105,65,70,80,,,,,,
64,Kadabra,400,40,35,30,120,70,105,18,194,7200,18,227,7200
14,Kakuna,205,45,25,50,25,25,35,7,68,1435,18,157,3690
115,Kangaskhan,490,105,95,80,40,80,90,15,196,7350,15,222,7350
230,Kingdra,540,75,95,95,95,95,85,,,,,,
99,Kingler,475,55,130,115,50,50,75,40,455,19000,40,527,19000
109,Koffing,340,40,65,95,60,45,35,12,125,4080,16,187,5440
98,Krabby,325,30,105,90,25,25,50,10,110,3250,40,407,13000
171,Lanturn,460,125,58,58,76,76,67,40,440,18400,40,512,18400
131,Lapras,535,130,85,80,85,95,60,20,269,10700,20,305,10700
246,Larvitar,300,50,64,50,45,50,41,15,139,4500,20,210,6000
166,Ledian,390,55,35,50,55,110,85,7,93,2730,15,193,5850
165,Ledyba,265,40,20,30,40,80,55,3,51,795,14,145,3710
108,Lickitung,385,90,55,75,60,75,30,22,225,8470,26,305,10010
249,Lugia,680,106,90,130,90,154,110,60,910,40800,60,1018,40800
68,Machamp,505,90,130,80,65,85,55,,,,,,
67,Machoke,405,80,100,70,50,60,45,15,171,6075,48,556,19440
66,Machop,305,70,80,50,35,35,35,5,69,1525,100,925,30500
240,Magby,365,45,75,37,70,55,83,5,74,1825,5,84,1825
219,Magcargo,410,50,50,120,80,80,30,,,,,,
129,Magikarp,200,20,10,55,15,20,80,5,59,1000,40,307,8000
126,Magmar,495,65,95,57,100,85,93,45,523,22275,45,605,22275
81,Magnemite,325,25,35,70,95,55,45,14,137,4550,16,182,5200
82,Magneton,465,50,60,95,120,70,70,16,198,7440,100,1245,46500
56,Mankey,305,40,80,35,35,45,70,,,,,,
226,Mantine,465,65,40,70,80,140,70,20,241,9300,24,322,11160
179,Mareep,280,55,40,40,65,45,35,,,,,,
183,Marill,250,70,20,50,20,50,40,14,117,3500,29,258,7250
105,Marowak,425,60,80,110,50,80,45,12,147,5100,18,237,7650
154,Meganium,525,80,82,100,83,100,80,,,,,,
52,Meowth,290,40,45,35,40,40,90,13,121,3770,17,178,4930
11,Metapod,205,50,20,55,25,25,30,7,68,1435,18,157,3690
151,Mew,600,100,100,100,100,100,100,,,,,,
150,Mewtwo,680,106,110,90,154,90,130,,,,,,
241,Miltank,490,95,80,105,40,70,100,13,173,6370,15,222,7350
200,Misdreavus,435,60,60,60,85,85,85,45,470,19575,45,551,19575
146,Moltres,580,90,100,90,125,85,90,,,,,,
122,Mr. Mime,460,40,45,65,100,120,90,28,319,12880,30,395,13800
89,Muk,500,105,105,75,65,100,50,15,198,7500,33,454,16500
198,Murkrow,405,60,85,42,85,42,91,17,186,6885,29,350,11745
177,Natu,320,40,50,45,70,45,70,18,167,5760,24,252,7680
34,Nidoking,495,81,92,77,85,75,85,,,,,,
31,Nidoqueen,495,90,82,87,75,85,76,,,,,,
29,Nidoran&#9792;,275,55,47,52,40,40,41,12,110,3300,12,132,3300
32,Nidoran&#9794;,273,46,57,40,40,40,50,12,110,3276,12,132,3276
30,Nidorina,365,70,62,67,55,55,56,23,223,8395,23,265,8395
33,Nidorino,365,61,72,57,55,55,65,23,224,8395,23,265,8395
38,Ninetales,505,73,76,75,81,100,100,,,,,,
164,Noctowl,442,100,50,50,76,96,70,7,102,3094,32,405,14144
224,Octillery,480,75,105,75,105,75,45,,,,,,
43,Oddish,320,45,50,55,75,65,30,5,70,1600,12,142,3840
138,Omanyte,355,35,40,100,90,55,35,,,,,,
139,Omastar,495,70,60,125,115,70,55,,,,,,
95,Onix,385,35,45,160,30,45,70,3,58,1155,100,1085,38500
46,Paras,285,35,70,55,45,55,25,6,73,1710,17,176,4845
47,Parasect,405,60,95,80,60,80,30,46,451,18630,52,599,21060
53,Persian,440,65,70,60,65,65,115,18,209,7920,18,240,7920
231,Phanpy,330,90,60,60,40,40,40,2,47,660,20,223,6600
172,Pichu,205,20,40,15,35,35,60,5,59,1025,5,68,1025
18,Pidgeot,469,83,80,75,70,70,91,,,,,,
17,Pidgeotto,349,63,60,55,50,50,71,7,88,2443,25,278,8725
16,Pidgey,251,40,45,40,35,35,56,2,44,502,15,151,3765
25,Pikachu,300,35,55,30,50,40,90,4,61,1200,4,68,1200
221,Piloswine,450,100,100,80,60,60,50,,,,,,
204,Pineco,290,50,65,90,35,35,15,10,103,2900,10,121,2900
127,Pinsir,500,65,125,100,55,70,85,13,176,6500,14,212,7000
186,Politoed,500,90,75,75,90,100,70,,,,,,
60,Poliwag,300,40,50,40,40,40,90,3,54,900,44,420,13200
61,Poliwhirl,385,65,65,65,50,50,90,10,122,3850,44,495,16940
62,Poliwrath,500,90,85,95,70,90,70,,,,,,
77,Ponyta,410,50,85,55,65,65,90,6,87,2460,42,495,17220
137,Porygon,395,65,60,70,85,75,40,,,,,,
233,Porygon2,515,85,80,90,105,95,60,,,,,,
57,Primeape,455,65,105,60,60,70,95,,,,,,
54,Psyduck,320,50,52,48,65,50,55,5,70,1600,24,254,7680
247,Pupitar,410,70,84,70,65,70,51,20,218,8200,20,254,8200
195,Quagsire,430,95,85,85,65,65,35,15,176,6450,30,377,12900
156,Quilava,405,58,64,58,80,65,80,,,,,,
211,Qwilfish,430,65,95,75,55,55,85,40,419,17200,40,491,17200
26,Raichu,475,60,90,55,90,80,100,,,,,,
243,Raikou,580,90,85,75,115,100,115,40,539,23200,40,611,23200
78,Rapidash,500,65,100,70,80,80,105,40,475,20000,44,595,22000
20,Raticate,413,55,81,60,50,70,97,6,88,2478,30,366,12390
19,Rattata,253,30,56,35,25,35,72,2,45,506,25,230,6325
223,Remoraid,300,35,65,35,65,35,65,40,315,12000,40,387,12000
112,Rhydon,485,105,130,120,45,45,40,35,408,16975,35,471,16975
111,Rhyhorn,345,80,85,95,30,30,25,32,286,11040,32,342,11040
27,Sandshrew,300,50,75,85,20,30,40,6,75,1800,10,123,3000
28,Sandslash,450,75,100,110,45,55,65,28,313,12600,35,447,15750
212,Scizor,500,70,130,100,55,80,65,,,,,,
123,Scyther,500,70,110,80,55,80,105,13,175,6500,14,211,7000
117,Seadra,440,55,65,95,95,45,85,20,231,8800,40,499,17600
119,Seaking,450,80,92,65,65,80,68,10,134,4500,44,552,19800
86,Seel,325,65,45,55,45,70,45,22,196,7150,27,283,8775
161,Sentret,215,35,46,34,35,45,20,2,42,430,15,140,3225
90,Shellder,305,30,65,100,45,25,40,20,177,6100,40,391,12200
213,Shuckle,505,20,10,230,10,230,5,15,201,7575,15,226,7575
227,Skarmory,465,65,80,140,40,70,70,27,310,12555,27,358,12555
188,Skiploom,340,55,45,50,45,65,80,26,235,8840,30,323,10200
80,Slowbro,490,95,75,110,100,80,30,20,251,9800,24,335,11760
199,Slowking,490,95,75,80,100,110,30,,,,,,
79,Slowpoke,315,90,65,65,40,40,15,6,74,1890,24,251,7560
218,Slugma,250,40,40,40,70,40,20,27,193,6750,32,283,8000
235,Smeargle,250,55,20,35,20,45,75,20,155,5000,22,204,5500
238,Smoochum,305,45,30,15,85,65,65,5,68,1525,5,79,1525
215,Sneasel,430,55,95,55,35,75,115,22,244,9460,26,329,11180
143,Snorlax,540,160,110,65,65,110,30,50,625,27000,50,715,27000
209,Snubbull,300,60,80,50,40,40,30,10,105,3000,18,191,5400
21,Spearow,262,40,60,30,31,31,70,2,45,524,17,168,4454
167,Spinarak,250,40,60,40,40,40,30,3,50,750,14,142,3500
7,Squirtle,314,44,48,65,50,64,43,,,,,,
234,Stantler,465,73,95,62,85,65,85,14,176,6510,16,227,7440
121,Starmie,520,60,75,85,100,85,115,,,,,,
120,Staryu,340,30,45,55,70,55,85,20,191,6800,40,419,13600
208,Steelix,510,75,85,200,55,65,30,,,,,,
185,Sudowoodo,410,70,100,115,30,65,30,20,219,8200,20,255,8200
245,Suicune,580,100,75,115,90,115,85,40,539,23200,40,611,23200
192,Sunflora,425,75,75,55,105,85,30,,,,,,
191,Sunkern,180,30,30,30,30,30,30,12,89,2160,14,121,2520
220,Swinub,250,50,50,40,30,30,50,21,159,5250,26,234,6500
114,Tangela,435,65,55,115,100,40,60,23,255,10005,41,504,17835
128,Tauros,490,75,100,95,40,70,110,13,173,6370,15,222,7350
216,Teddiursa,330,60,80,50,50,50,40,2,49,660,20,223,6600
72,Tentacool,335,40,40,35,50,100,70,10,112,3350,40,415,13400
73,Tentacruel,515,80,70,65,80,120,100,20,261,10300,40,559,20600
175,Togepi,245,35,20,65,40,65,20,5,63,1225,5,72,1225
176,Togetic,405,55,40,85,80,105,40,,,,,,
158,Totodile,314,50,65,64,44,48,43,5,69,1570,5,77,1570
157,Typhlosion,534,78,84,78,109,85,100,,,,,,
248,Tyranitar,600,100,134,110,95,100,61,,,,,,
236,Tyrogue,210,35,35,35,35,35,35,10,87,2100,10,105,2100
197,Umbreon,525,95,65,110,60,130,65,,,,,,
201,Unown,336,48,72,48,72,48,48,5,70,1680,5,80,1680
217,Ursaring,500,90,130,75,75,75,55,25,308,12500,50,675,25000
134,Vaporeon,525,130,65,60,110,95,65,,,,,,
49,Venomoth,450,70,65,60,90,75,90,15,184,6750,25,328,11250
48,Venonat,305,60,55,50,40,55,45,5,69,1525,23,237,7015
3,Venusaur,525,80,82,83,100,100,80,,,,,,
71,Victreebel,480,80,105,65,100,60,70,,,,,,
45,Vileplume,480,75,80,85,100,90,50,,,,,,
100,Voltorb,330,40,30,50,55,55,100,5,72,1650,100,975,33000
37,Vulpix,299,38,41,40,50,65,65,,,,,,
8,Wartortle,405,59,63,80,65,80,58,,,,,,
13,Weedle,195,40,35,30,20,20,50,3,48,585,18,153,3510
70,Weepinbell,390,65,90,50,85,45,55,24,244,9360,24,287,9360
110,Weezing,490,65,90,120,85,70,60,16,205,7840,16,235,7840
40,Wigglytuff,425,140,70,45,75,50,45,,,,,,
202,Wobbuffet,405,190,33,58,33,58,33,20,216,8100,25,306,10125
194,Wooper,210,55,45,45,25,25,15,4,54,840,22,186,4620
178,Xatu,470,65,75,70,95,70,95,15,189,7050,100,1255,47000
193,Yanma,390,65,65,45,75,45,95,12,137,4680,12,160,4680
145,Zapdos,580,90,90,85,125,90,100,,,,,,
41,Zubat,245,40,45,35,30,40,55,2,44,490,26,233,6370
